http://www.basketball-reference.com/teams/ATL/,Atlanta Hawks
http://www.basketball-reference.com/teams/BOS/,Boston Celtics
http://www.basketball-reference.com/teams/NJN/,Brooklyn Nets
http://www.basketball-reference.com/teams/CHA/,Charlotte Hornets
http://www.basketball-reference.com/teams/CHI/,Chicago Bulls
http://www.basketball-reference.com/teams/CLE/,Cleveland Cavaliers
http://www.basketball-reference.com/teams/DAL/,Dallas Mavericks
http://www.basketball-reference.com/teams/DEN/,Denver Nuggets
http://www.basketball-reference.com/teams/DET/,Detroit Pistons
http://www.basketball-reference.com/teams/GSW/,Golden State Warriors
http://www.basketball-reference.com/teams/HOU/,Houston Rockets
http://www.basketball-reference.com/teams/IND/,Indiana Pacers
http://www.basketball-reference.com/teams/LAC/,Los Angeles Clippers
http://www.basketball-reference.com/teams/LAL/,Los Angeles Lakers
http://www.basketball-reference.com/teams/MEM/,Memphis Grizzlies
http://www.basketball-reference.com/teams/MIA/,Miami Heat
http://www.basketball-reference.com/teams/MIL/,Milwaukee Bucks
http://www.basketball-reference.com/teams/MIN/,Minnesota Timberwolves
http://www.basketball-reference.com/teams/NOH/,New Orleans Pelicans
http://www.basketball-reference.com/teams/NYK/,New York Knicks
http://www.basketball-reference.com/teams/OKC/,Oklahoma City Thunder
http://www.basketball-reference.com/teams/ORL/,Orlando Magic
http://www.basketball-reference.com/teams/PHI/,Philadelphia 76ers
http://www.basketball-reference.com/teams/PHO/,Phoenix Suns
http://www.basketball-reference.com/teams/POR/,Portland Trail Blazers
http://www.basketball-reference.com/teams/SAC/,Sacramento Kings
http://www.basketball-reference.com/teams/SAS/,San Antonio Spurs
http://www.basketball-reference.com/teams/TOR/,Toronto Raptors
http://www.basketball-reference.com/teams/UTA/,Utah Jazz
http://www.basketball-reference.com/teams/WAS/,Washington Wizards
http://www.basketball-reference.com/teams/AND/,Anderson Packers
http://www.basketball-reference.com/teams/BLB/,Baltimore Bullets
http://www.basketball-reference.com/teams/CHS/,Chicago Stags
http://www.basketball-reference.com/teams/CLR/,Cleveland Rebels
http://www.basketball-reference.com/teams/DNN/,Denver Nuggets
http://www.basketball-reference.com/teams/DTF/,Detroit Falcons
http://www.basketball-reference.com/teams/INJ/,Indianapolis Jets
http://www.basketball-reference.com/teams/INO/,Indianapolis Olympians
http://www.basketball-reference.com/teams/KEN/,Kentucky Colonels
http://www.basketball-reference.com/teams/MMS/,Memphis Sounds
http://www.basketball-reference.com/teams/PTC/,Pittsburgh Condors
http://www.basketball-reference.com/teams/PIT/,Pittsburgh Ironmen
http://www.basketball-reference.com/teams/PRO/,Providence Steam Rollers
http://www.basketball-reference.com/teams/SDS/,San Diego Sails
http://www.basketball-reference.com/teams/SHE/,Sheboygan Red Skins
http://www.basketball-reference.com/teams/SSL/,Spirits of St. Louis
http://www.basketball-reference.com/teams/STB/,St. Louis Bombers
http://www.basketball-reference.com/teams/FLO/,The Floridians
http://www.basketball-reference.com/teams/TRH/,Toronto Huskies
http://www.basketball-reference.com/teams/UTS/,Utah Stars
http://www.basketball-reference.com/teams/VIR/,Virginia Squires
http://www.basketball-reference.com/teams/WSC/,Washington Capitols
http://www.basketball-reference.com/teams/WAT/,Waterloo Hawks
